Name,YearsAppearing,ImputedProbF,ImputedProbM
KEZI,1,1,0
KEZIA,16,1,0
KEZIAH,16,0.991865280594997,0.00813471940500338
KEZZIA,1,1,0
KHAALID,6,0,1
KHADAR,10,0,1
KHADEEJA,16,1,0
KHADEEJAH,16,1,0
KHADEJA,14,1,0
KHADEJAH,3,1,0
KHADEJIA,1,1,0
KHADEZA,1,1,0
KHADIDJA,5,1,0
KHADIGA,1,1,0
KHADIIJA,1,1,0
KHADIJA,16,1,0
KHADIJAH,16,1,0
KHADIJAT,7,1,0
KHADIJHA,1,1,0
KHADIJO,1,1,0
KHADIZA,16,1,0
KHADIZAH,1,1,0
KHADRA,10,1,0
KHAI,16,0,1
KHAILA,1,1,0
KHAIRA,6,1,0
KHAIRAH,8,1,0
KHAIRUL,1,0,1
KHAIRUN,1,1,0
KHALAM,1,0,1
KHALEB,1,0,1
KHALED,16,0,1
KHALEDA,1,1,0
KHALEED,1,0,1
KHALEEL,16,0,1
KHALEEM,4,0,1
KHALEEQ,1,0,1
KHALEEQA,1,1,0
KHALEESAH,1,1,0
KHALEESI,1,1,0
KHALI,1,0,1
KHALIA,3,1,0
KHALID,16,0,1
KHALIDA,5,1,0
KHALIDAH,1,1,0
KHALIF,4,0,1
KHALIFA,10,0,1
KHALIL,16,0,1
KHALILA,1,1,0
KHALILAH,2,1,0
KHALIM,3,0,1
KHALIQ,2,0,1
KHALIS,6,0,1
KHALISA,8,1,0
KHALISAH,14,1,0
KHALISHA,3,1,0
KHALIYA,1,1,0
KHAMAL,1,0,1
KHAMANI,5,0,1
KHAMARI,2,0,1
KHAMARNI,1,0,1
KHAN,16,0,1
KHANDAKER,1,0,1
KHANDOKAR,1,0,1
KHANG,3,0,1
KHANH,1,0,1
KHANSA,16,1,0
KHANSAA,1,1,0
KHANYA,1,1,0
KHANYISILE,3,1,0
KHAQAN,1,0,1
KHARA,3,1,0
KHARI,9,0,1
KHARIS,9,1,0
KHASHIF,1,0,1
KHATEEB,3,0,1
KHATIJA,14,1,0
KHATIJAH,4,1,0
KHATTAB,4,0,1
KHAVAR,1,0,1
KHAWAJA,14,0,1
KHAWAR,1,0,1
KHAWLA,8,1,0
KHAWLAH,5,1,0
KHAYA,11,0.448051948051948,0.551948051948052
KHAYAL,1,0,1
KHAYAM,4,0,1
KHAYDEN,1,0,1
KHAYLA,3,1,0
KHAYRAH,2,1,0
KHAYRI,1,0,1
KHAYYAM,1,0,1
KHAZEEMA,1,1,0
KHEA,1,1,0
KHEIRA,2,1,0
KHEM,1,0,1
KHEZAR,1,0,1
KHI,4,0,1
KHIA,15,1,0
KHIAN,10,0,1
KHIANA,5,1,0
KHIANNA,5,1,0
KHIARA,5,1,0
KHIRA,6,1,0
KHIYA,2,1,0
KHIYAN,1,0,1
KHIZAR,16,0,1
KHIZER,16,0,1
KHIZR,4,0,1
KHIZRA,5,1,0
KHLOE,16,1,0
KHLOEY,1,1,0
KHRISH,1,0,1
KHRISTIAN,1,0,1
KHUBAIB,8,0,1
KHULAN,1,1,0
KHULUD,3,1,0
KHURAM,11,0,1
KHURRAM,9,0,1
KHURUM,3,0,1
KHUSBU,2,1,0
KHUSH,9,0,1
KHUSHAL,13,0,1
KHUSHALI,4,1,0
KHUSHBOO,6,1,0
KHUSHBU,1,1,0
KHUSHI,11,1,0
KHUSHPREET,4,1,0
KHUSI,1,1,0
KHUZAYMAH,1,0,1
KHWAISH,1,1,0
KHWAJA,3,0,1
KHY,4,0,1
KHYA,4,1,0
KHYAN,6,0,1
KHYANNA,1,1,0
KHYATI,4,1,0
KHYBER,1,0,1
KHYE,8,0,1
KHYLA,5,1,0
KHYLAN,2,0,1
KHYLE,6,0,1
KHYRA,7,1,0
KHYRAN,2,0,1
KHYREN,1,0,1
KHYRON,2,0,1
KI,13,0,1
KIA,16,0.929864251812303,0.0701357481876975
KIA-LEIGH,1,1,0
KIA-LOUISE,1,1,0
KIA-MAI,1,1,0
KIA-MARIE,1,1,0
KIA-ROSE,1,1,0
KIAAN,3,0,1
KIAH,16,0.944945887398222,0.0550541126017779
KIAHNA,4,1,0
KIAL,10,0,1
KIALL,4,0,1
KIAM,5,0,1
KIAN,16,0.00568562657515148,0.994314373424849
KIAN-JAMES,2,0,1
KIAN-LEE,3,0,1
KIANA,16,1,0
KIANAH,1,1,0
KIANE,3,0,1
KIANI,3,1,0
KIANNA,16,1,0
KIANNAH,2,1,0
KIANNE,9,1,0
KIANO,3,0,1
KIAO,1,0,1
KIARA,16,1,0
KIARA-LEIGH,1,1,0
KIARAH,10,1,0
KIARAN,14,0,1
KIARN,3,0,1
KIARNA,14,1,0
KIARNO,1,0,1
KIARON,5,0,1
KIARRA,8,1,0
KIAS,2,0,1
KIAYA,15,1,0
KIDUS,6,0,1
KIE,16,0,1
KIEAN,12,0,1
KIEANA,2,1,0
KIEANNA,4,1,0
KIEARA,3,1,0
KIEARNA,1,1,0
KIEDIS,5,0,1
KIEFER,16,0,1
KIEFFER,2,0,1
KIEGAN,12,0.0833333333333333,0.916666666666667
KIEL,14,0,1
KIELA,2,1,0
KIELAN,14,0,1
KIEN,13,0,1
KIENAN,13,0,1
KIENNA,5,1,0
KIEON,4,0,1
KIER,15,0.063956043956044,0.936043956043956
KIERA,16,1,0
KIERA-LEIGH,11,1,0
KIERA-LOUISE,4,1,0
KIERA-MAE,1,1,0
KIERA-MAY,1,1,0
KIERAH,13,1,0
KIERAN,16,0.00065447091080883,0.999345529089191
KIERAN-LEE,4,0,1
KIERANLEE,1,0,1
KIERAT,3,1,0
KIEREN,16,0,1
KIERIAN,1,0,1
KIERNAN,12,0,1
KIERON,16,0,1
KIERON-LEE,1,0,1
KIERRA,16,1,0
KIERRAN,12,0,1
KIERREN,1,0,1
KIERRON,3,0,1
KIERSTEN,4,1,0
KIERYN,3,0,1
KIESHA,16,1,0
KIETAN,1,0,1
KIKA,2,1,0
KIKI,13,1,0
KILA,1,1,0
KILE,9,0,1
KILIAN,11,0,1
KILLIAN,16,0,1
KIM,16,0.808715377590938,0.191284622409062
KIMAN,1,1,0
KIMANI,10,0.164772727272727,0.835227272727273
KIMARA,2,1,0
KIMARLEY,1,0,1
KIMARNI,2,0,1
KIMAYA,6,1,0
KIMBALL,1,0,1
KIMBERLEE,4,1,0
KIMBERLEIGH,9,1,0
KIMBERLEY,16,1,0
KIMBERLEY-JO,1,1,0
KIMBERLIE,1,1,0
KIMBERLY,16,1,0
KIMI,11,0.717370647693614,0.282629352306386
KIMIA,12,1,0
KIMIKO,1,1,0
KIMIYA,5,1,0
KIMMI,2,1,0
KIMMY,1,1,0
KIMON,2,0,1
KIMORA,7,1,0
KIMORA-LEE,2,1,0
KIMRAN,16,1,0
KIN,10,0,1
KINAN,1,0,1
KINDA,1,1,0
KING,14,0,1
KINGA,9,1,0
KINGDAVID,1,0,1
KINGSLEY,16,0,1
KINGSON,1,0,1
KINGSTON,9,0,1
KINJAL,5,1,0
KINLEY,3,0.208333333333333,0.791666666666667
KINNARI,1,1,0
KINSEY,6,0.666666666666667,0.333333333333333
KINSLEY,3,0,1
KINVARA,1,1,0
KINZA,16,1,0
KINZAH,5,1,0
KIO,2,0,1
KIOMI,1,1,0
KION,14,0,1
KIONA,12,1,0
KIONI,1,1,0
KIP,10,0,1
KIPP,8,0,1
KIPRAS,1,0,1
KIRA,16,1,0
KIRA-LEIGH,4,1,0
KIRA-NERYS,2,1,0
KIRAH,10,1,0
KIRAN,16,0.577294234505764,0.422705765494236
KIRANDEEP,15,1,0
KIRANDIP,1,1,0
KIRANJEET,6,1,0
KIRANJIT,9,0.962962962962963,0.037037037037037
KIRANJOT,2,1,0
KIRANPREET,10,1,0
KIRANVEER,1,1,0
KIRAT,4,0.625,0.375
KIRBIE,3,1,0
KIRBY,16,0.827859353251143,0.172140646748857
KIREAN,1,0,1
KIREN,15,0.620598845598846,0.379401154401154
KIRENDEEP,1,1,0
KIRI,16,0.988636363636364,0.0113636363636364
KIRIL,2,0,1
KIRILL,7,0,1
KIRILLS,1,0,1
KIRIN,5,0.4,0.6
KIRIT,2,0.5,0.5
KIRK,16,0,1
KIRON,8,0,1
KIRPA,1,1,0
KIRPAL,1,0,1
KIRRA,13,1,0
KIRRAN,3,0.666666666666667,0.333333333333333
KIRREN,1,1,0
KIRSTEN,16,1,0
KIRSTEY,2,1,0
KIRSTI,5,1,0
KIRSTIE,16,1,0
KIRSTIN,14,1,0
KIRSTINA,1,1,0
KIRSTY,16,1,0
KIRSTY-ANN,1,1,0
KIRSTY-JANE,1,1,0
KIRSTY-LOUISE,2,1,0
KIRSTY-MARIE,2,1,0
KIRSTYN,13,1,0
KIRTAN,7,0.418367346938776,0.581632653061224
KIRTHANA,1,1,0
KIRTHIKA,1,1,0
KIRTI,3,1,0
KIRTIS,4,0,1
KIRUBEL,1,0,1
KIRUTHIKA,1,1,0
KISA,2,1,0
KISAN,1,0,1
KISANET,1,1,0
KISHA,9,1,0
KISHAAN,1,0,1
KISHAN,16,0,1
KISHANA,1,1,0
KISHANI,2,1,0
KISHEN,11,0,1
KISHI,1,0,1
KISHON,3,0,1
KISHOR,2,0,1
KISHORE,2,0,1
KISHWAR,1,1,0
KISMAT,2,1,0
KISMET,4,1,0
KISWA,2,1,0
KIT,16,0.0358710106382979,0.964128989361702
KITA,1,1,0
KITANA,7,1,0
KITO,2,0,1
KITSON,4,0,1
KITT,8,0,1
KITTI,3,1,0
KITTIE,10,1,0
KITTO,1,0,1
KITTY,16,1,0
KITTY-ROSE,2,1,0
KIVA,2,1,0
KIY,1,0,1
KIYA,16,0.935566478744832,0.0644335212551676
KIYAAN,3,0,1
KIYAH,14,1,0
KIYAN,14,0,1
KIYANA,9,1,0
KIYANI,1,0,1
KIYANNA,3,1,0
KIYARA,2,1,0
KIYARNA,1,1,0
KIYLA,2,1,0
KIYOMI,1,1,0
KIYON,1,0,1
KIYRA,4,1,0
KIZZI,6,1,0
KIZZIE,15,1,0
KIZZY,16,1,0
KLAIDAS,5,0,1
KLAIDI,1,0,1
KLAJDI,4,0,1
KLARA,16,1,0
KLARISSA,3,1,0
KLAUDIA,16,1,0
KLAUDIJA,2,1,0
KLAUDIJUS,1,0,1
KLAUDIO,2,0,1
KLAUDIUSZ,3,0,1
KLAUS,1,0,1
KLAY,6,0,1
KLAYTON,10,0,1
KLEA,10,1,0
KLEDI,2,0,1
KLEIN,5,0,1
KLEIO,2,1,0
KLEO,5,0.5,0.5
KLEON,2,0,1
KLESTI,1,0,1
KLEVIS,9,0,1
KLEVISA,2,1,0
KLINE,2,0,1
KLODIAN,1,0,1
KLOE,16,1,0
KLYNE,1,0,1
KNIGHT,2,0,1
KNOX,2,0,1
KOA,1,0,1
KOAN,1,0,1
KOBAN,1,0,1
KOBBY,1,0,1
KOBE,15,0,1
KOBEE,1,0,1
KOBEN,7,0,1
KOBEY,9,0,1
KOBI,16,0.00201612903225806,0.997983870967742
KOBI-JAY,1,0,1
KOBIE,14,0.0076530612244898,0.99234693877551
KOBIE-LEE,1,0,1
KOBINA,3,0,1
KOBURN,1,0,1
KOBY,15,0.02,0.98
KODA,4,0,1
KODEE,1,0,1
KODEY,8,0.0416666666666667,0.958333333333333
KODI,16,0.496286511402722,0.503713488597278
KODIE,16,0.701025342875557,0.298974657124443
KODY,16,0.159550486907162,0.840449513092838
KOEN,8,0,1
KOFI,16,0.0038265306122449,0.996173469387755
KOHAN,3,0,1
KOHANA,2,1,0
KOHEI,2,0,1
KOHEN,4,0,1
KOHINOOR,1,1,0
KOHKI,1,0,1
KOHL,4,0,1
KOJI,1,0,1
KOJO,11,0,1
KOKI,1,0,1
KOKO,4,1,0
KOLADE,2,0,1
KOLAWOLE,6,0,1
KOLBIE,1,0,1
KOLBY,3,0,1
KOLE,15,0,1
KOLSUMA,9,1,0
KOLTON,1,0,1
KOMAL,16,1,0
KOMALPREET,1,1,0
KONA,1,0,1
KONAIN,2,0.5,0.5
KONDRAD,1,0,1
KONNA,9,0,1
KONNAH,1,0,1
KONNAR,1,0,1
KONNER,15,0,1
KONNIE,12,1,0
KONNOR,15,0,1
KONOR,6,0,1
KONRAD,16,0,1
KONSTANTIN,9,0,1
KONSTANTINE,1,0,1
KONSTANTINOS,12,0,1
KONSTANTY,1,0,1
KOOPER,2,0,1
KORA,14,1,0
KORAH,1,1,0
KORAL,1,1,0
KORAN,1,1,0
KORAY,16,0,1
KORBAN,11,0,1
KORBEN,15,0,1
KORBIN,7,0,1
KORBON,1,0,1
KORBYN,8,0,1
KORDEL,1,0,1
KORDELIA,1,1,0
KORDELL,2,0,1
KORDIAN,4,0,1
KOREDE,1,0,1
KOREN,10,0.8,0.2
KOREY,16,0,1
KORI,16,0.147245830150242,0.852754169849758
KORIE,9,0.0476190476190476,0.952380952380952
KORIN,1,1,0
KORINA,1,1,0
KORNEL,6,0,1
KORNELIA,8,1,0
KORNELIJA,3,1,0
KORNELIJUS,1,0,1
KORNELIUSZ,3,0,1
KORRI,1,0,1
KORRIE,2,0.8125,0.1875
KORTNEY,4,1,0
KORY,16,0,1
KORYN,1,1,0
KOSHAN,1,0,1
KOSISOCHUKWU,6,0.5,0.5
KOSMA,2,0,1
KOSTAS,2,0,1
KOTA,1,0,1
KOTRYNA,7,1,0
KOUROSH,10,0,1
KOURTNEY,16,0.988095238095238,0.0119047619047619
KOVAN,3,0,1
KOWSAR,4,1,0
KOYUKI,1,1,0
KRAIG,5,0,1
KRAY,13,0,1
KRINA,5,1,0
KRIPA,2,1,0
KRIS,16,0,1
KRISH,13,0,1
KRISHA,14,1,0
KRISHAN,16,0,1
KRISHANTH,1,0,1
KRISHAV,2,0,1
KRISHEN,6,0,1
KRISHI,4,0.5,0.5
KRISHIV,6,0,1
KRISHMA,11,1,0
KRISHNA,16,0.475838908452197,0.524161091547803
KRISHNAN,8,0,1
KRISHNI,3,1,0
KRISMA,1,1,0
KRISS,4,0,1
KRISSIE,2,1,0
KRISSY,2,1,0
KRISTA,16,1,0
KRISTAL,16,1,0
KRISTAN,15,0,1
KRISTAPS,1,0,1
KRISTEL,4,1,0
KRISTELLE,1,1,0
KRISTEN,16,0.766266815505262,0.233733184494738
KRISTERS,4,0,1
KRISTI,8,0.946428571428571,0.0535714285714286
KRISTIA,1,1,0
KRISTIAAN,1,0,1
KRISTIAN,16,0,1
KRISTIANA,12,1,0
KRISTIANS,2,0,1
KRISTIE,13,1,0
KRISTIEN,3,0,1
KRISTIN,15,0.967449874686717,0.0325501253132832
KRISTINA,16,1,0
KRISTINE,13,1,0
KRISTIYAN,1,0,1
KRISTIYANA,1,1,0
KRISTJAN,2,0,1
KRISTOF,3,0,1
KRISTOFER,15,0,1
KRISTOFERS,3,0,1
KRISTOFFER,9,0,1
KRISTON,2,0,1
KRISTOPHER,16,0,1
KRISTOS,1,0,1
KRISTUPAS,7,0,1
KRISTY,16,1,0
KRISTYN,1,1,0
KRISTYNA,6,1,0
KRITHIK,1,0,1
KRITHIKA,2,1,0
KRITI,5,1,0
KRITIKA,4,1,0
KRITTIKA,2,1,0
KRIYA,4,1,0
KRRISH,6,0,1
KRUPA,14,1,0
KRUZ,3,0,1
KRYSPIN,2,0,1
KRYSTA,5,1,0
KRYSTAL,16,1,0
KRYSTAL-ROSE,1,1,0
KRYSTEL,2,1,0
KRYSTEN,1,1,0
KRYSTIAN,12,0,1
KRYSTINA,9,1,0
KRYSTLE,7,1,0
KRYSTOF,1,0,1
KRYSTYNA,7,1,0
KRZYSZTOF,9,0,1
KSAWERY,5,0,1
KSAWIER,4,0,1
KSENIA,10,1,0
KSENIJA,3,1,0
KSENIYA,2,1,0
KSHAF,1,1,0
KT,2,1,0
KUBA,9,0,1
KUBILAY,6,0,1
KUBRA,12,1,0
KUBRAH,1,1,0
KUDAKWASHE,10,0.03,0.97
KUDZAI,6,0.5,0.5
KULDIP,1,0,1
KULJEET,3,0.666666666666667,0.333333333333333
KULJIT,1,0,1
KULRAJ,3,0,1
KULREET,1,1,0
KULSOOM,14,1,0
KULSUM,15,1,0
KULSUMA,11,1,0
KULTHOOM,6,1,0
KULTHUM,7,1,0
KULVEER,2,0,1
KUMAIL,7,0,1
KUMAR,3,0,1
KUMARAN,1,0,1
KUMARI,2,1,0
KUMAYL,3,0,1
KUMBA,4,1,0
KUN,1,0,1
KUNAAL,1,0,1
KUNAL,14,0,1
KUNASHE,1,0,1
KUNDAI,4,0.75,0.25
KUNJ,1,0,1
KUPAKWASHE,2,0.5,0.5
KUPRA,1,1,0
KURAN,6,0,1
KURRAN,4,0,1
KURT,16,0,1
KURTIS,16,0,1
KURTISS,1,0,1
KURUN,2,0,1
KUSH,16,0,1
KUSHAL,16,0,1
KUSHI,7,1,0
KUZEY,2,0,1
KUZIVA,1,0,1
KWABENA,16,0,1
KWADWO,12,0,1
KWAJO,1,0,1
KWAKU,15,0,1
KWAME,16,0,1
KWASI,9,0,1
KWEKU,7,0,1
KWESI,14,0,1
KWOK,3,0,1
KY,14,0,1
KY-MANI,6,0,1
KY'MANI,1,0,1
KYA,16,0.950073565632211,0.0499264343677893
KYAH,16,0.9625,0.0375
KYAL,13,0,1
KYALL,1,0,1
KYAN,16,0.00274725274725275,0.997252747252747
KYANA,8,1,0
KYANN,6,0.666666666666667,0.333333333333333
KYANNA,12,1,0
KYANNE,11,1,0
KYARA,11,1,0
KYARNA,2,1,0
KYAS,1,0,1
KYDAN,3,0,1
KYDEN,8,0,1
KYDON,3,0,1
KYE,16,0.00267681613929976,0.9973231838607
KYEA,1,1,0
KYEDEN,1,0,1
KYEISHA,4,1,0
KYEL,2,0,1
KYELAN,3,0,1
KYELL,1,0,1
KYERAN,7,0,1
KYERON,9,0,1
KYESHA,10,1,0
KYI,11,0,1
KYIA,12,1,0
KYIAN,3,0,1
KYISHA,2,1,0
KYLA,16,1,0
KYLA-MAE,2,1,0
KYLA-MAI,1,1,0
KYLA-MAY,2,1,0
KYLA-ROSE,3,1,0
KYLAH,15,1,0
KYLAN,16,0,1
KYLAR,1,0,1
KYLE,16,0,1
KYLEN,5,0,1
KYLER,12,0.31359649122807,0.68640350877193
KYLIAN,1,0,1
KYLIE,16,1,0
KYLO,2,0,1
KYLON,1,0,1
KYLUM,1,0,1
KYLUN,1,0,1
KYM,12,0.894510582010582,0.105489417989418
KYMANI,13,0.0231900452488688,0.976809954751131
KYMARA,1,1,0
KYMARI,2,0,1
KYMARNI,6,0,1
KYMBERLEY,12,1,0
KYMBERLY,6,1,0
KYMORA,2,1,0
KYMRAN,1,1,0
KYNA,8,1,0
KYNAAT,2,1,0
KYNAN,16,0,1
KYOKO,1,1,0
KYOMI,3,1,0
KYOMIE,1,1,0
KYON,7,0,1
KYPROS,1,0,1
KYRA,16,1,0
KYRA-LEA,1,1,0
KYRA-LEIGH,8,1,0
KYRA-LOUISE,2,1,0
KYRA-MAE,1,1,0
KYRA-MAI,1,1,0
KYRA-ROSE,1,1,0
KYRAH,16,1,0
KYRAN,16,0,1
KYRAN-LEE,1,0,1
KYRECE,1,0,1
KYREE,4,0,1
KYREECE,11,0,1
KYREESE,3,0,1
KYREL,5,0,1
KYRELL,12,0,1
KYREN,14,0,1
KYRENE,1,1,0
KYRESE,10,0,1
KYRHYS,1,0,1
KYRI,2,1,0
KYRIA,6,1,0
KYRIACOS,14,0,1
KYRIAKI,3,1,0
KYRIAKOS,2,0,1
KYRIE,10,0.75,0.25
KYRIQUE,1,0,1
KYRO,11,0,1
KYRON,16,0,1
KYRON-LEE,1,0,1
KYRONE,11,0,1
KYROS,2,0,1
KYRUN,3,0,1
KYSON,9,0,1
KYTE,1,0,1
KYU,1,0,1
KYZER,2,0,1
L-JAY,2,0,1
L'MAR,1,0,1
L'SHAE,2,1,0
LA,10,1,0
LA',1,1,0
LA'KAI,1,0,1
LAAIBA,9,1,0
LAAIBAH,9,1,0
LAAIQAH,1,1,0
LAANA,1,1,0
LAARNI,1,1,0
LAASYA,2,1,0
LABAN,2,0,1
LABEEB,4,0,1
LABEEBA,2,1,0
LABEEBAH,3,1,0
LABEENA,1,1,0
LABIB,12,0,1
LABIBA,12,1,0
LABIBAH,10,1,0
LACE,7,1,0
LACEE,7,1,0
LACEE-MAE,1,1,0
LACEY,16,1,0
LACEY-,5,1,0
LACEY-ANN,4,1,0
LACEY-ANNE,3,1,0
LACEY-GRACE,1,1,0
LACEY-JADE,3,1,0
LACEY-JANE,4,1,0
LACEY-JAY,4,1,0
LACEY-JAYNE,3,1,0
LACEY-JO,5,1,0
LACEY-KAY,1,1,0
LACEY-LEE,2,1,0
LACEY-LEIGH,6,1,0
LACEY-LOU,3,1,0
LACEY-LOUISE,4,1,0
LACEY-MAE,10,1,0
LACEY-MAI,6,1,0
LACEY-MARIE,5,1,0
LACEY-MAY,6,1,0
LACEY-RAE,2,1,0
LACEY-ROSE,4,1,0
LACEYMAY,2,1,0
LACHLAN,16,0,1
LACHLANN,2,0,1
LACI,10,1,0
LACI-MAE,2,1,0
LACI-MAI,3,1,0
LACIE,16,1,0
LACIE-ANNE,1,1,0
LACIE-JAI,1,1,0
LACIE-JANE,1,1,0
LACIE-LEIGH,3,1,0
LACIE-LOU,1,1,0
LACIE-LOUISE,1,1,0
LACIE-MAE,5,1,0
LACIE-MAI,5,1,0
LACIE-MARIE,1,1,0
LACIE-MAY,5,1,0
LACIE-RAE,1,1,0
LACIE-ROSE,1,1,0
LACIEE,2,1,0
LACY,16,1,0
LACY-MAE,1,1,0
LADA,1,1,0
LADAN,13,1,0
LADINA,1,1,0
LADISLAV,5,0,1
LADY,13,1,0
LAEL,2,1,0
LAELA,6,1,0
LAETICIA,3,1,0
LAETITIA,16,1,0
LAGAN,1,0,1
LAHNA,2,1,0
LAHNI,2,1,0
LAI,2,1,0
LAIA,4,1,0
LAIBA,14,1,0
LAIBAA,1,1,0
LAIBAAH,1,1,0
LAIBAH,11,1,0
LAICE,1,1,0
LAICEE,3,1,0
LAICEY,4,1,0
LAICIE,1,1,0
LAIGAN,1,0,1
LAIGHTON,9,0,1
LAIKA,1,1,0
LAIKE,1,0,1
LAIKEN,2,1,0
LAILA,16,1,0
LAILA-GRACE,2,1,0
LAILA-MAE,4,1,0
LAILA-MAI,5,1,0
LAILA-MARIE,1,1,0
LAILA-MAY,2,1,0
LAILA-ROSE,4,1,0
LAILAA,10,1,0
LAILAH,15,1,0
LAILAND,1,0,1
LAILY,1,1,0
LAINA,13,1,0
LAINE,14,0.636507936507936,0.363492063492064
LAINEE,1,1,0
LAINEY,15,1,0
LAINEY-RAE,1,1,0
LAINI,4,1,0
LAINIE,9,1,0
LAINNIE,1,1,0
LAINY,1,1,0
LAIQA,5,1,0
LAIQAH,8,1,0
LAIRD,4,0,1
LAISHA,3,1,0
LAISON,1,0,1
LAITEN,1,0,1
LAITH,16,0,1
LAITON,8,0,1
LAIYA,1,1,0
LAIYBA,2,1,0
LAIYLA,2,1,0
LAKAI,3,0,1
LAKE,7,0.0595238095238095,0.94047619047619
LAKEISHA,16,1,0
LAKEIYA,1,1,0
LAKELAN,1,0,1
LAKEN,6,0.495833333333333,0.504166666666667
LAKESHA,2,1,0
LAKHAI,1,0,1
LAKHAN,1,0,1
LAKHVINDER,1,0,1
LAKIESHA,3,1,0
LAKISHA,14,1,0
LAKITA,1,1,0
LAKOTA,2,1,0
LAKSH,6,0,1
LAKSHA,2,1,0
LAKSHANA,4,1,0
LAKSHAY,1,0,1
LAKSHMAN,1,0,1
LAKSHMI,16,1,0
LAKSHYA,5,0.2,0.8
LALANA,1,1,0
LALE,4,1,0
LALITA,10,1,0
LALO,1,0,1
LAM,1,1,0
LAMA,6,1,0
LAMAAR,1,0,1
LAMAR,16,0.22357387982388,0.77642612017612
LAMARA,8,1,0
LAMARI,1,0,1
LAMARR,8,0,1
LAMBROS,1,0,1
LAMEES,13,1,0
LAMEK,3,0,1
LAMIA,11,1,0
LAMIAH,2,1,0
LAMIN,12,0,1
LAMINE,3,0,1
LAMIS,8,1,0
LAMISA,9,1,0
LAMISAH,6,1,0
LAMISHA,2,1,0
LAMIYA,3,1,0
LAMIYAH,1,1,0
LAMONT,2,0,1
LAMORNA,9,1,0
LAMYA,10,1,0
LAN,2,1,0
LANA,16,1,0
LANAE,1,1,0
LANAH,5,1,0
LANAI,1,1,0
LANAIS,1,1,0
LANAYA,3,1,0
LANCE,16,0,1
LANCELOT,3,0,1
LANDEN,5,0,1
LANDER,1,0,1
LANDON,12,0,1
LANE,6,0,1
LANELLE,1,1,0
LANEY,14,1,0
LANI,16,1,0
LANIA,7,1,0
LANIE,9,1,0
LANIKA,1,1,0
LANIYAH,1,1,0
LANNA,5,1,0
LANO,5,0.925,0.075
LANRE,1,0,1
LANYA,8,1,0
LAOISE,12,1,0
LAQUAN,6,0,1
LAQUISHA,1,1,0
LAQUITA,1,1,0
LARA,16,1,0
LARAE,1,1,0
LARAH,4,1,0
LARAIB,16,1,0
LARANYA,1,1,0
LARAYB,1,1,0
LAREB,5,1,0
LAREEN,1,1,0
LAREN,2,1,0
LARENA,1,1,0
LARENZ,1,0,1
LARIAH,3,1,0
LARISA,12,1,0
LARISSA,16,1,0
LARK,2,1,0
LARKIN,2,1,0
LARNA,16,1,0
LARNI,4,1,0
LARNIE,1,1,0
LAROSA,1,1,0
LARRISSA,2,1,0
LARRY,16,0,1
LARS,16,0,1
LARSON,3,0,1
LARSSON,4,0,1
LARYSSA,2,1,0
LAS,2,0,1
LASHA,1,1,0
LASHAE,8,1,0
LASHAI,2,1,0
LASHAN,1,1,0
LASHANA,2,1,0
LASHANNA,1,1,0
LASHARN,2,1,0
LASHARNA,1,1,0
LASHARNE,1,1,0
LASHAWN,4,0.25,0.75
LASHAY,9,1,0
LASHAYA,2,1,0
LASYA,1,1,0
LASZLO,11,0,1
LATALIA,2,1,0
LATANYA,4,1,0
LATASHA,12,1,0
LATASIA,1,1,0
LATAYA,9,1,0
LATAYAH,3,1,0
LATEEF,4,0,1
LATEEFA,2,1,0
LATEEFAH,1,1,0
LATEEFAT,2,1,0
LATEESHA,1,1,0
LATEISHA,2,1,0
LATESHA,8,1,0
LATHAM,8,0,1
LATHAN,10,0,1
LATHANIEL,1,0,1
LATHUSAN,1,0,1
LATHUSHAN,1,0,1
LATIA,13,1,0
LATICIA,2,1,0
LATIF,9,0,1
LATIFA,16,1,0
LATIFAH,16,1,0
LATIFAT,1,1,0
LATIKA,3,1,0
LATISHA,16,1,0
LATITIA,4,1,0
LATIYA,1,1,0
LATONIA,3,1,0
LATOYA,15,1,0
LATOYAH,6,1,0
LATRELL,9,0,1
LATRELLE,1,0,1
LAUCHLAN,5,0,1
LAUNA,5,1,0
LAURA,16,1,0
LAURA-,1,1,0
LAURA-ANN,1,1,0
LAURA-ANNE,3,1,0
LAURA-BETH,3,1,0
LAURA-JANE,7,1,0
LAURA-JAYNE,4,1,0
LAURA-JO,1,1,0
LAURA-LOUISE,1,1,0
LAURA-MAY,4,1,0
LAURA-ROSE,2,1,0
LAURAN,11,1,0
LAURANCE,4,0,1
LAURE,3,1,0
LAUREEN,2,1,0
LAUREL,16,1,0
LAURELL,2,1,0
LAURELLE,11,1,0
LAUREN,16,0.999970247540463,2.97524595366527e-05
LAUREN-JADE,2,1,0
LAUREN-LOUISE,2,1,0
LAUREN-MAE,1,1,0
LAUREN-MARIE,4,1,0
LAUREN-ROSE,2,1,0
LAURENA,1,1,0
LAURENCE,16,0,1
LAURENE,1,1,0
LAURENNE,2,1,0
LAURENS,2,0,1
LAURENT,11,0,1
LAURENTIU,1,0,1
LAURETTA,7,1,0
LAURI,5,1,0
LAURIANNE,1,1,0
LAURICE,1,1,0
LAURIE,16,0.500334897743278,0.499665102256722
LAURIE-ANNE,1,1,0
LAURIS,1,0,1
LAURISSA,2,1,0
